Adjusted Potential (V),Adjusted Relative Capacity (mAh/g),Frequency (Hz),Zre (ohms),Zim (ohms),Type,Cycle
2.17,0.0,12.59,355.86,-83.14,0,13
2.17,0.0,10.0,367.6,-86.91,0,13
2.17,0.0,7.94,380.3,-94.41,0,13
2.17,0.0,6.31,389.45,-102.58,0,13
2.17,0.0,5.01,399.81,-108.32,0,13
2.17,0.0,3.98,413.66,-116.39,0,13
2.17,0.0,3.16,427.96,-128.63,0,13
2.17,0.0,2.51,441.96,-142.55,0,13
2.17,0.0,2.0,457.1,-157.93,0,13
2.17,0.0,1.58,475.26,-176.06,0,13
2.17,0.0,1.26,497.74,-199.61,0,13
2.17,0.0,1.0,523.35,-227.92,0,13
2.17,0.0,0.79,552.69,-263.09,0,13
2.17,0.0,0.63,586.35,-307.24,0,13
2.17,0.0,0.5,625.03,-362.72,0,13
2.17,0.0,0.4,668.99,-429.33,0,13
2.17,0.0,0.32,719.15,-509.7,0,13
2.17,0.0,0.25,777.52,-608.75,0,13
2.17,0.0,0.2,846.39,-729.48,0,13
2.17,0.0,0.16,927.49,-874.47,0,13
2.17,0.0,0.13,1026.41,-1050.78,0,13
2.17,0.0,0.1,1145.19,-1260.18,0,13
2.4,0.02,100000.0,208.39,21.52,1,13
2.4,0.02,79432.82,209.92,15.64,1,13
2.4,0.02,63095.74,210.81,10.81,1,13
2.4,0.02,50118.72,212.45,7.21,1,13
2.4,0.02,39810.72,213.3,3.92,1,13
2.4,0.02,31622.78,214.4,1.17,1,13
2.4,0.02,25118.86,215.55,-0.9,1,13
2.4,0.02,19952.62,216.72,-2.63,1,13
2.4,0.02,15848.93,217.98,-4.06,1,13
2.4,0.02,12589.25,219.21,-5.22,1,13
2.4,0.02,10000.0,220.54,-6.32,1,13
2.4,0.02,7943.28,221.63,-7.11,1,13
2.4,0.02,6309.57,223.02,-7.94,1,13
2.4,0.02,5011.87,224.39,-8.64,1,13
2.4,0.02,3981.07,225.69,-9.41,1,13
2.4,0.02,3162.28,227.19,-10.26,1,13
2.4,0.02,2511.89,228.64,-10.93,1,13
2.4,0.02,1995.26,230.1,-11.9,1,13
2.4,0.02,1584.89,231.65,-12.83,1,13
2.4,0.02,1258.93,233.36,-13.89,1,13
2.4,0.02,1000.0,235.19,-15.16,1,13
2.4,0.02,794.33,237.02,-16.5,1,13
2.4,0.02,630.96,239.05,-18.21,1,13
2.4,0.02,501.19,241.24,-20.04,1,13
2.4,0.02,398.11,243.82,-22.23,1,13
2.4,0.02,316.23,246.69,-24.63,1,13
2.4,0.02,251.19,249.82,-27.36,1,13
2.4,0.02,199.53,253.48,-30.44,1,13
2.4,0.02,158.49,257.87,-33.82,1,13
2.4,0.02,125.89,262.53,-37.53,1,13
2.4,0.02,100.0,268.23,-41.44,1,13
2.4,0.02,79.43,274.66,-45.16,1,13
2.4,0.02,63.1,282.1,-48.25,1,13
2.4,0.02,50.12,290.03,-51.57,1,13
2.4,0.02,39.81,298.54,-54.37,1,13
2.4,0.02,31.62,307.6,-56.02,1,13
2.4,0.02,25.12,315.82,-58.51,1,13
2.4,0.02,19.95,325.4,-60.95,1,13
2.4,0.02,15.85,333.37,-62.35,1,13
2.4,0.02,12.59,342.6,-63.16,1,13
2.4,0.02,10.0,352.26,-67.75,1,13
2.4,0.02,7.94,358.65,-71.65,1,13
2.4,0.02,6.31,366.62,-74.76,1,13
2.4,0.02,5.01,376.27,-79.26,1,13
2.4,0.02,3.98,385.25,-85.87,1,13
2.4,0.02,3.16,394.25,-93.37,1,13
2.4,0.02,2.51,405.6,-101.76,1,13
2.4,0.02,2.0,418.5,-111.88,1,13
2.4,0.02,1.58,433.71,-124.94,1,13
2.4,0.02,1.26,450.33,-141.35,1,13
2.4,0.02,1.0,470.6,-162.92,1,13
2.4,0.02,0.79,492.74,-189.31,0,13
2.4,0.02,0.63,517.73,-222.6,0,13
2.4,0.02,0.5,545.57,-264.9,0,13
2.4,0.02,0.4,576.26,-315.35,0,13
2.4,0.02,0.32,610.59,-378.06,0,13
2.4,0.02,0.25,649.44,-454.21,0,13
2.4,0.02,0.2,694.37,-546.78,0,13
2.4,0.02,0.16,746.69,-660.69,0,13
2.4,0.02,0.13,808.64,-800.74,0,13
2.4,0.02,0.1,883.95,-969.6,0,13
2.6,0.11,100000.0,208.5,21.48,1,13
2.6,0.11,79432.82,209.63,15.81,1,13
2.6,0.11,63095.74,210.69,11.07,1,13
2.6,0.11,50118.72,212.09,7.2,1,13
2.6,0.11,39810.72,213.25,4.04,1,13
2.6,0.11,31622.78,214.31,1.39,1,13
2.6,0.11,25118.86,215.43,-0.55,1,13
2.6,0.11,19952.62,216.57,-2.33,1,13
2.6,0.11,15848.93,217.63,-3.74,1,13
2.6,0.11,12589.25,218.8,-4.95,1,13
2.6,0.11,10000.0,220.03,-5.81,1,13
2.6,0.11,7943.28,221.25,-6.83,1,13
2.6,0.11,6309.57,222.51,-7.66,1,13
2.6,0.11,5011.87,223.79,-8.44,1,13
2.6,0.11,3981.07,225.01,-9.29,1,13
2.6,0.11,3162.28,226.53,-10.0,1,13
2.6,0.11,2511.89,227.88,-10.89,1,13
2.6,0.11,1995.26,229.42,-11.64,1,13
2.6,0.11,1584.89,230.89,-12.65,1,13
2.6,0.11,1258.93,232.56,-13.69,1,13
2.6,0.11,1000.0,234.33,-14.89,1,13
2.6,0.11,794.33,236.22,-16.27,1,13
2.6,0.11,630.96,238.37,-17.84,1,13
2.6,0.11,501.19,240.54,-19.64,1,13
2.6,0.11,398.11,243.12,-21.78,1,13
2.6,0.11,316.23,245.72,-24.08,1,13
2.6,0.11,251.19,248.92,-26.63,1,13
2.6,0.11,199.53,252.72,-29.9,1,13
2.6,0.11,158.49,256.76,-32.92,1,13
2.6,0.11,125.89,261.43,-36.34,1,13
2.6,0.11,100.0,267.38,-39.73,1,13
2.6,0.11,79.43,273.67,-43.08,1,13
2.6,0.11,63.1,280.6,-46.12,1,13
2.6,0.11,50.12,288.27,-48.94,1,13
2.6,0.11,39.81,296.28,-51.5,1,13
2.6,0.11,31.62,304.15,-53.63,1,13
2.6,0.11,25.12,312.58,-54.97,1,13
2.6,0.11,19.95,321.69,-56.59,1,13
2.6,0.11,15.85,328.53,-58.91,1,13
2.6,0.11,12.59,336.18,-59.95,1,13
2.6,0.11,10.0,343.86,-62.97,1,13
2.6,0.11,7.94,351.64,-65.48,1,13
2.6,0.11,6.31,361.22,-70.24,1,13
2.6,0.11,5.01,369.26,-78.32,1,13
2.6,0.11,3.98,375.58,-86.58,1,13
2.6,0.11,3.16,383.18,-94.97,1,13
2.6,0.11,2.51,392.4,-104.76,1,13
2.6,0.11,2.0,403.6,-116.7,1,13
2.6,0.11,1.58,416.97,-131.56,1,13
2.6,0.11,1.26,432.1,-150.44,1,13
2.6,0.11,1.0,448.97,-173.46,1,13
2.6,0.11,0.79,467.6,-201.44,1,13
2.6,0.11,0.63,488.92,-234.99,1,13
2.6,0.11,0.5,513.38,-275.66,1,13
2.6,0.11,0.4,541.39,-324.76,1,13
2.6,0.11,0.32,574.32,-384.8,1,13
2.6,0.11,0.25,612.5,-457.99,0,13
2.6,0.11,0.2,658.38,-547.11,0,13
2.6,0.11,0.16,712.46,-656.88,0,13
2.6,0.11,0.13,778.45,-790.96,0,13
2.6,0.11,0.1,859.29,-956.69,0,13
2.8,0.18,100000.0,208.45,21.93,1,13
2.8,0.18,79432.82,209.7,15.78,1,13
2.8,0.18,63095.74,211.02,10.97,1,13
2.8,0.18,50118.72,211.79,7.38,1,13
2.8,0.18,39810.72,213.3,4.21,1,13
2.8,0.18,31622.78,214.13,1.59,1,13
2.8,0.18,25118.86,215.15,-0.44,1,13
2.8,0.18,19952.62,216.27,-2.14,1,13
2.8,0.18,15848.93,217.42,-3.49,1,13
2.8,0.18,12589.25,218.43,-4.6,1,13
2.8,0.18,10000.0,219.56,-5.6,1,13
2.8,0.18,7943.28,220.88,-6.57,1,13
2.8,0.18,6309.57,222.04,-7.37,1,13
2.8,0.18,5011.87,223.33,-8.1,1,13
2.8,0.18,3981.07,224.58,-8.91,1,13
2.8,0.18,3162.28,225.94,-9.72,1,13
2.8,0.18,2511.89,227.21,-10.57,1,13
2.8,0.18,1995.26,228.75,-11.38,1,13
2.8,0.18,1584.89,230.16,-12.36,1,13
2.8,0.18,1258.93,231.78,-13.4,1,13
2.8,0.18,1000.0,233.49,-14.46,1,13
2.8,0.18,794.33,235.35,-15.85,1,13
2.8,0.18,630.96,237.36,-17.49,1,13
2.8,0.18,501.19,239.59,-19.25,1,13
2.8,0.18,398.11,242.02,-21.19,1,13
2.8,0.18,316.23,244.79,-23.65,1,13
2.8,0.18,251.19,247.86,-26.23,1,13
2.8,0.18,199.53,251.44,-29.12,1,13
2.8,0.18,158.49,255.52,-32.38,1,13
2.8,0.18,125.89,260.47,-35.3,1,13
2.8,0.18,100.0,266.05,-38.76,1,13
2.8,0.18,79.43,272.35,-41.98,1,13
2.8,0.18,63.1,279.62,-44.92,1,13
2.8,0.18,50.12,286.45,-47.39,1,13
2.8,0.18,39.81,294.1,-49.49,1,13
2.8,0.18,31.62,302.09,-50.83,1,13
2.8,0.18,25.12,309.69,-52.52,1,13
2.8,0.18,19.95,317.63,-53.73,1,13
2.8,0.18,15.85,324.29,-56.04,1,13
2.8,0.18,12.59,331.55,-57.47,1,13
2.8,0.18,10.0,338.62,-59.97,1,13
2.8,0.18,7.94,347.02,-63.73,1,13
2.8,0.18,6.31,353.09,-70.45,1,13
2.8,0.18,5.01,358.56,-76.12,1,13
2.8,0.18,3.98,366.43,-82.06,1,13
2.8,0.18,3.16,375.72,-91.02,1,13
2.8,0.18,2.51,385.74,-103.46,1,13
2.8,0.18,2.0,396.17,-118.74,1,13
2.8,0.18,1.58,407.16,-136.38,1,13
2.8,0.18,1.26,419.85,-156.93,1,13
2.8,0.18,1.0,434.68,-180.95,1,13
2.8,0.18,0.79,452.21,-209.86,1,13
2.8,0.18,0.63,473.8,-245.8,1,13
2.8,0.18,0.5,498.7,-289.83,1,13
2.8,0.18,0.4,528.89,-345.36,1,13
2.8,0.18,0.32,563.89,-414.84,1,13
2.8,0.18,0.25,606.34,-502.84,1,13
2.8,0.18,0.2,657.48,-614.09,1,13
2.8,0.18,0.16,718.72,-753.22,1,13
2.8,0.18,0.13,792.63,-929.07,0,13
2.8,0.18,0.1,882.75,-1148.46,0,13
3.0,0.24,100000.0,208.68,21.85,1,13
3.0,0.24,79432.82,209.77,15.96,1,13
3.0,0.24,63095.74,210.96,11.28,1,13
3.0,0.24,50118.72,212.25,7.14,1,13
3.0,0.24,39810.72,213.19,4.48,1,13
3.0,0.24,31622.78,213.94,1.84,1,13
3.0,0.24,25118.86,215.1,-0.17,1,13
3.0,0.24,19952.62,216.1,-1.81,1,13
3.0,0.24,15848.93,217.23,-3.18,1,13
3.0,0.24,12589.25,218.3,-4.32,1,13
3.0,0.24,10000.0,219.36,-5.36,1,13
3.0,0.24,7943.28,220.5,-6.37,1,13
3.0,0.24,6309.57,221.74,-7.14,1,13
3.0,0.24,5011.87,222.84,-7.86,1,13
3.0,0.24,3981.07,224.08,-8.77,1,13
3.0,0.24,3162.28,225.38,-9.51,1,13
3.0,0.24,2511.89,226.8,-10.27,1,13
3.0,0.24,1995.26,228.2,-11.11,1,13
3.0,0.24,1584.89,229.68,-12.1,1,13
3.0,0.24,1258.93,231.25,-13.15,1,13
3.0,0.24,1000.0,232.97,-14.21,1,13
3.0,0.24,794.33,234.73,-15.55,1,13
3.0,0.24,630.96,236.59,-17.19,1,13
3.0,0.24,501.19,238.82,-18.81,1,13
3.0,0.24,398.11,241.38,-20.97,1,13
3.0,0.24,316.23,243.94,-23.07,1,13
3.0,0.24,251.19,247.07,-25.69,1,13
3.0,0.24,199.53,250.25,-28.23,1,13
3.0,0.24,158.49,254.75,-31.3,1,13
3.0,0.24,125.89,259.54,-34.54,1,13
3.0,0.24,100.0,265.1,-37.7,1,13
3.0,0.24,79.43,271.21,-40.79,1,13
3.0,0.24,63.1,277.79,-43.29,1,13
3.0,0.24,50.12,284.76,-45.42,1,13
3.0,0.24,39.81,292.22,-47.31,1,13
3.0,0.24,31.62,300.53,-48.46,1,13
3.0,0.24,25.12,306.73,-49.63,1,13
3.0,0.24,19.95,314.14,-50.82,1,13
3.0,0.24,15.85,321.11,-51.93,1,13
3.0,0.24,12.59,328.7,-53.96,1,13
3.0,0.24,10.0,333.44,-57.54,1,13
3.0,0.24,7.94,339.4,-59.77,1,13
3.0,0.24,6.31,346.29,-64.64,1,13
3.0,0.24,5.01,352.29,-70.93,1,13
3.0,0.24,3.98,358.86,-77.87,1,13
3.0,0.24,3.16,368.2,-86.46,1,13
3.0,0.24,2.51,379.44,-98.98,1,13
3.0,0.24,2.0,390.07,-115.81,1,13
3.0,0.24,1.58,400.97,-135.85,1,13
3.0,0.24,1.26,411.06,-159.59,1,13
3.0,0.24,1.0,421.84,-185.71,1,13
3.0,0.24,0.79,435.51,-216.59,1,13
3.0,0.24,0.63,451.26,-253.19,1,13
3.0,0.24,0.5,470.43,-296.6,1,13
3.0,0.24,0.4,493.01,-349.47,1,13
3.0,0.24,0.32,520.51,-414.82,1,13
3.0,0.24,0.25,553.36,-495.35,1,13
3.0,0.24,0.2,592.26,-596.43,1,13
3.0,0.24,0.16,640.62,-721.98,1,13
3.0,0.24,0.13,699.98,-878.28,1,13
3.0,0.24,0.1,774.95,-1070.88,1,13
3.1,0.29,100000.0,208.5,21.9,1,13
3.1,0.29,79432.82,209.82,16.06,1,13
3.1,0.29,63095.74,210.62,11.01,1,13
3.1,0.29,50118.72,211.95,7.41,1,13
3.1,0.29,39810.72,212.83,4.45,1,13
3.1,0.29,31622.78,213.97,1.86,1,13
3.1,0.29,25118.86,214.93,0.09,1,13
3.1,0.29,19952.62,215.92,-1.69,1,13
3.1,0.29,15848.93,217.0,-3.03,1,13
3.1,0.29,12589.25,218.18,-4.26,1,13
3.1,0.29,10000.0,219.13,-5.24,1,13
3.1,0.29,7943.28,220.34,-6.02,1,13
3.1,0.29,6309.57,221.46,-6.81,1,13
3.1,0.29,5011.87,222.57,-7.51,1,13
3.1,0.29,3981.07,223.77,-8.18,1,13
3.1,0.29,3162.28,225.02,-9.04,1,13
3.1,0.29,2511.89,226.3,-9.8,1,13
3.1,0.29,1995.26,227.7,-10.63,1,13
3.1,0.29,1584.89,229.2,-11.4,1,13
3.1,0.29,1258.93,230.68,-12.47,1,13
3.1,0.29,1000.0,232.42,-13.5,1,13
3.1,0.29,794.33,234.03,-14.72,1,13
3.1,0.29,630.96,235.93,-16.05,1,13
3.1,0.29,501.19,237.94,-17.8,1,13
3.1,0.29,398.11,240.38,-19.46,1,13
3.1,0.29,316.23,242.8,-21.5,1,13
3.1,0.29,251.19,245.8,-23.82,1,13
3.1,0.29,199.53,249.43,-26.29,1,13
3.1,0.29,158.49,252.99,-28.94,1,13
3.1,0.29,125.89,257.64,-31.98,1,13
3.1,0.29,100.0,263.1,-34.19,1,13
3.1,0.29,79.43,268.88,-36.7,1,13
3.1,0.29,63.1,275.68,-38.26,1,13
3.1,0.29,50.12,282.07,-39.83,1,13
3.1,0.29,39.81,288.97,-40.68,1,13
3.1,0.29,31.62,295.66,-40.69,1,13
3.1,0.29,25.12,302.41,-40.41,1,13
3.1,0.29,19.95,308.86,-39.8,1,13
3.1,0.29,15.85,313.86,-39.37,1,13
3.1,0.29,12.59,319.32,-38.44,1,13
3.1,0.29,10.0,324.1,-38.39,1,13
3.1,0.29,7.94,328.94,-38.29,1,13
3.1,0.29,6.31,333.41,-39.09,1,13
3.1,0.29,5.01,338.41,-40.11,1,13
3.1,0.29,3.98,343.62,-42.85,1,13
3.1,0.29,3.16,348.13,-47.63,1,13
3.1,0.29,2.51,351.63,-52.26,1,13
3.1,0.29,2.0,355.99,-57.26,1,13
3.1,0.29,1.58,360.73,-63.05,1,13
3.1,0.29,1.26,366.42,-69.69,1,13
3.1,0.29,1.0,373.07,-77.63,1,13
3.1,0.29,0.79,380.97,-87.29,1,13
3.1,0.29,0.63,389.86,-98.83,1,13
3.1,0.29,0.5,400.31,-112.65,1,13
3.1,0.29,0.4,412.2,-128.93,1,13
3.1,0.29,0.32,426.17,-147.94,1,13
3.1,0.29,0.25,442.17,-169.73,1,13
3.1,0.29,0.2,461.04,-194.65,1,13
3.1,0.29,0.16,483.26,-222.99,1,13
3.1,0.29,0.13,509.48,-254.39,1,13
3.1,0.29,0.1,540.59,-288.97,1,13
3.2,18.68,100000.0,208.15,22.14,1,13
3.2,18.68,79432.82,209.55,16.0,1,13
3.2,18.68,63095.74,210.91,11.32,1,13
3.2,18.68,50118.72,211.69,7.18,1,13
3.2,18.68,39810.72,212.91,4.48,1,13
3.2,18.68,31622.78,213.78,2.0,1,13
3.2,18.68,25118.86,214.73,0.18,1,13
3.2,18.68,19952.62,215.83,-1.43,1,13
3.2,18.68,15848.93,216.79,-2.82,1,13
3.2,18.68,12589.25,217.9,-3.94,1,13
3.2,18.68,10000.0,218.94,-5.14,1,13
3.2,18.68,7943.28,220.05,-5.94,1,13
3.2,18.68,6309.57,221.13,-6.68,1,13
3.2,18.68,5011.87,222.25,-7.27,1,13
3.2,18.68,3981.07,223.56,-8.03,1,13
3.2,18.68,3162.28,224.7,-8.8,1,13
3.2,18.68,2511.89,225.93,-9.56,1,13
3.2,18.68,1995.26,227.29,-10.29,1,13
3.2,18.68,1584.89,228.81,-11.09,1,13
3.2,18.68,1258.93,230.24,-12.03,1,13
3.2,18.68,1000.0,231.84,-13.08,1,13
3.2,18.68,794.33,233.5,-14.11,1,13
3.2,18.68,630.96,235.46,-15.48,1,13
3.2,18.68,501.19,237.49,-16.95,1,13
3.2,18.68,398.11,239.77,-18.56,1,13
3.2,18.68,316.23,242.42,-20.32,1,13
3.2,18.68,251.19,245.46,-22.31,1,13
3.2,18.68,199.53,248.92,-24.26,1,13
3.2,18.68,158.49,253.15,-26.21,1,13
3.2,18.68,125.89,257.51,-27.92,1,13
3.2,18.68,100.0,262.63,-29.31,1,13
3.2,18.68,79.43,268.09,-29.82,1,13
3.2,18.68,63.1,273.68,-30.21,1,13
3.2,18.68,50.12,279.04,-29.62,1,13
3.2,18.68,39.81,284.04,-28.59,1,13
3.2,18.68,31.62,288.56,-27.06,1,13
3.2,18.68,25.12,292.58,-25.75,1,13
3.2,18.68,19.95,296.16,-24.24,1,13
3.2,18.68,15.85,298.95,-23.1,1,13
3.2,18.68,12.59,301.9,-22.06,1,13
3.2,18.68,10.0,304.36,-21.76,1,13
3.2,18.68,7.94,306.81,-21.28,1,13
3.2,18.68,6.31,309.67,-21.47,1,13
3.2,18.68,5.01,312.17,-22.24,1,13
3.2,18.68,3.98,314.44,-22.86,1,13
3.2,18.68,3.16,317.22,-23.6,1,13
3.2,18.68,2.51,320.42,-24.54,1,13
3.2,18.68,2.0,323.95,-25.67,1,13
3.2,18.68,1.58,327.85,-27.15,1,13
3.2,18.68,1.26,331.83,-28.82,1,13
3.2,18.68,1.0,336.1,-30.5,1,13
3.2,18.68,0.79,340.72,-32.37,1,13
3.2,18.68,0.63,345.49,-34.23,1,13
3.2,18.68,0.5,350.56,-36.32,1,13
3.2,18.68,0.4,355.83,-38.26,1,13
3.2,18.68,0.32,361.33,-40.11,1,13
3.2,18.68,0.25,367.16,-41.75,1,13
3.2,18.68,0.2,373.33,-43.19,1,13
3.2,18.68,0.16,379.61,-44.57,1,13
3.2,18.68,0.13,385.94,-45.59,1,13
3.2,18.68,0.1,392.49,-46.76,1,13
3.3,46.6,100000.0,207.56,22.46,1,13
3.3,46.6,79432.82,208.78,16.53,1,13
3.3,46.6,63095.74,209.87,11.69,1,13
3.3,46.6,50118.72,211.69,8.99,1,13
3.3,46.6,39810.72,211.61,4.82,1,13
3.3,46.6,31622.78,212.67,2.49,1,13
3.3,46.6,25118.86,213.58,0.45,1,13
3.3,46.6,19952.62,214.6,-1.05,1,13
3.3,46.6,15848.93,215.65,-2.49,1,13
3.3,46.6,12589.25,216.53,-3.51,1,13
3.3,46.6,10000.0,217.55,-4.47,1,13
3.3,46.6,7943.28,218.55,-5.34,1,13
3.3,46.6,6309.57,219.63,-6.06,1,13
3.3,46.6,5011.87,220.63,-6.78,1,13
3.3,46.6,3981.07,221.82,-7.48,1,13
3.3,46.6,3162.28,222.94,-8.14,1,13
3.3,46.6,2511.89,224.1,-8.85,1,13
3.3,46.6,1995.26,225.31,-9.64,1,13
3.3,46.6,1584.89,226.64,-10.29,1,13
3.3,46.6,1258.93,227.99,-11.2,1,13
3.3,46.6,1000.0,229.52,-12.24,1,13
3.3,46.6,794.33,231.13,-13.4,1,13
3.3,46.6,630.96,232.89,-14.7,1,13
3.3,46.6,501.19,234.82,-16.1,1,13
3.3,46.6,398.11,237.03,-17.75,1,13
3.3,46.6,316.23,239.61,-19.52,1,13
3.3,46.6,251.19,242.42,-21.38,1,13
3.3,46.6,199.53,245.73,-23.5,1,13
3.3,46.6,158.49,249.92,-25.19,1,13
3.3,46.6,125.89,254.25,-27.09,1,13
3.3,46.6,100.0,259.16,-28.56,1,13
3.3,46.6,79.43,264.48,-28.99,1,13
3.3,46.6,63.1,270.03,-29.31,1,13
3.3,46.6,50.12,275.19,-28.76,1,13
3.3,46.6,39.81,279.94,-27.68,1,13
3.3,46.6,31.62,284.22,-26.3,1,13
3.3,46.6,25.12,288.2,-24.82,1,13
3.3,46.6,19.95,291.41,-23.51,1,13
3.3,46.6,15.85,294.25,-22.63,1,13
3.3,46.6,12.59,296.91,-21.67,1,13
3.3,46.6,10.0,299.52,-21.57,1,13
3.3,46.6,7.94,301.66,-21.49,1,13
3.3,46.6,6.31,304.41,-21.5,1,13
3.3,46.6,5.01,307.17,-22.58,1,13
3.3,46.6,3.98,309.69,-23.75,1,13
3.3,46.6,3.16,312.36,-24.94,1,13
3.3,46.6,2.51,315.53,-26.26,1,13
3.3,46.6,2.0,319.14,-27.48,1,13
3.3,46.6,1.58,323.2,-29.15,1,13
3.3,46.6,1.26,328.0,-31.19,1,13
3.3,46.6,1.0,332.93,-33.31,1,13
3.3,46.6,0.79,338.19,-35.57,1,13
3.3,46.6,0.63,343.8,-37.68,1,13
3.3,46.6,0.5,349.73,-39.83,1,13
3.3,46.6,0.4,355.98,-41.68,1,13
3.3,46.6,0.32,362.45,-43.39,1,13
3.3,46.6,0.25,369.31,-44.64,1,13
3.3,46.6,0.2,376.32,-45.45,1,13
3.3,46.6,0.16,383.26,-46.16,1,13
3.3,46.6,0.13,390.23,-46.41,1,13
3.3,46.6,0.1,396.94,-46.74,1,13
3.4,64.86,100000.0,206.21,22.69,1,13
3.4,64.86,79432.82,207.52,16.78,1,13
3.4,64.86,63095.74,208.61,12.28,1,13
3.4,64.86,50118.72,209.12,7.84,1,13
3.4,64.86,39810.72,210.26,4.98,1,13
3.4,64.86,31622.78,211.37,2.78,1,13
3.4,64.86,25118.86,212.28,0.95,1,13
3.4,64.86,19952.62,213.17,-0.7,1,13
3.4,64.86,15848.93,214.09,-2.18,1,13
3.4,64.86,12589.25,215.14,-3.35,1,13
3.4,64.86,10000.0,216.02,-4.19,1,13
3.4,64.86,7943.28,216.9,-5.04,1,13
3.4,64.86,6309.57,217.99,-5.85,1,13
3.4,64.86,5011.87,218.98,-6.47,1,13
3.4,64.86,3981.07,220.05,-7.12,1,13
3.4,64.86,3162.28,221.09,-7.77,1,13
3.4,64.86,2511.89,222.23,-8.55,1,13
3.4,64.86,1995.26,223.47,-9.33,1,13
3.4,64.86,1584.89,224.86,-10.01,1,13
3.4,64.86,1258.93,226.05,-10.72,1,13
3.4,64.86,1000.0,227.53,-11.9,1,13
3.4,64.86,794.33,229.09,-13.03,1,13
3.4,64.86,630.96,230.73,-14.33,1,13
3.4,64.86,501.19,232.56,-15.73,1,13
3.4,64.86,398.11,234.78,-17.42,1,13
3.4,64.86,316.23,237.02,-19.23,1,13
3.4,64.86,251.19,240.13,-21.09,1,13
3.4,64.86,199.53,243.4,-23.21,1,13
3.4,64.86,158.49,247.07,-25.24,1,13
3.4,64.86,125.89,251.81,-27.01,1,13
3.4,64.86,100.0,256.81,-28.35,1,13
3.4,64.86,79.43,262.37,-29.18,1,13
3.4,64.86,63.1,267.23,-29.39,1,13
3.4,64.86,50.12,272.61,-28.83,1,13
3.4,64.86,39.81,277.5,-27.87,1,13
3.4,64.86,31.62,281.94,-26.44,1,13
3.4,64.86,25.12,285.69,-24.99,1,13
3.4,64.86,19.95,289.12,-23.71,1,13
3.4,64.86,15.85,292.07,-22.63,1,13
3.4,64.86,12.59,294.65,-21.99,1,13
3.4,64.86,10.0,297.29,-21.44,1,13
3.4,64.86,7.94,299.59,-21.66,1,13
3.4,64.86,6.31,301.9,-21.82,1,13
3.4,64.86,5.01,304.83,-22.26,1,13
3.4,64.86,3.98,307.81,-23.55,1,13
3.4,64.86,3.16,310.54,-25.33,1,13
3.4,64.86,2.51,313.36,-26.85,1,13
3.4,64.86,2.0,316.71,-28.23,1,13
3.4,64.86,1.58,320.58,-29.68,1,13
3.4,64.86,1.26,325.22,-31.76,1,13
3.4,64.86,1.0,330.21,-33.94,1,13
3.4,64.86,0.79,335.76,-36.25,1,13
3.4,64.86,0.63,341.62,-38.36,1,13
3.4,64.86,0.5,347.97,-40.63,1,13
3.4,64.86,0.4,354.64,-42.61,1,13
3.4,64.86,0.32,361.63,-44.4,1,13
3.4,64.86,0.25,368.84,-45.83,1,13
3.4,64.86,0.2,376.22,-46.96,1,13
3.4,64.86,0.16,383.77,-47.65,1,13
3.4,64.86,0.13,391.06,-47.92,1,13
3.4,64.86,0.1,398.4,-48.31,1,13
3.5,79.8,100000.0,205.35,22.74,1,13
3.5,79.8,79432.82,206.5,16.82,1,13
3.5,79.8,63095.74,207.44,12.01,1,13
3.5,79.8,50118.72,208.48,8.06,1,13
3.5,79.8,39810.72,209.25,5.52,1,13
3.5,79.8,31622.78,210.27,2.95,1,13
3.5,79.8,25118.86,211.13,0.99,1,13
3.5,79.8,19952.62,211.87,-0.5,1,13
3.5,79.8,15848.93,212.89,-1.99,1,13
3.5,79.8,12589.25,213.72,-3.1,1,13
3.5,79.8,10000.0,214.7,-4.08,1,13
3.5,79.8,7943.28,215.6,-4.84,1,13
3.5,79.8,6309.57,216.42,-5.51,1,13
3.5,79.8,5011.87,217.5,-6.28,1,13
3.5,79.8,3981.07,218.58,-6.82,1,13
3.5,79.8,3162.28,219.63,-7.6,1,13
3.5,79.8,2511.89,220.74,-8.39,1,13
3.5,79.8,1995.26,221.86,-9.07,1,13
3.5,79.8,1584.89,223.14,-9.79,1,13
3.5,79.8,1258.93,224.41,-10.66,1,13
3.5,79.8,1000.0,225.79,-11.68,1,13
3.5,79.8,794.33,227.24,-12.8,1,13
3.5,79.8,630.96,228.83,-14.11,1,13
3.5,79.8,501.19,230.68,-15.55,1,13
3.5,79.8,398.11,232.8,-17.17,1,13
3.5,79.8,316.23,235.18,-19.02,1,13
3.5,79.8,251.19,237.94,-21.1,1,13
3.5,79.8,199.53,241.17,-22.95,1,13
3.5,79.8,158.49,245.11,-25.25,1,13
3.5,79.8,125.89,249.38,-27.2,1,13
3.5,79.8,100.0,254.64,-28.91,1,13
3.5,79.8,79.43,259.91,-29.69,1,13
3.5,79.8,63.1,265.63,-30.0,1,13
3.5,79.8,50.12,271.08,-29.46,1,13
3.5,79.8,39.81,276.2,-28.5,1,13
3.5,79.8,31.62,280.63,-27.18,1,13
3.5,79.8,25.12,284.77,-25.39,1,13
3.5,79.8,19.95,288.01,-24.13,1,13
3.5,79.8,15.85,291.17,-23.08,1,13
3.5,79.8,12.59,293.63,-22.14,1,13
3.5,79.8,10.0,296.46,-21.68,1,13
3.5,79.8,7.94,298.69,-21.87,1,13
