Adjusted Potential (V),Adjusted Relative Capacity (mAh/g),Frequency (Hz),Zre (ohms),Zim (ohms),Type,Cycle
3.3,65.46,19.95,288.06,-26.83,0,12
3.3,65.46,15.85,291.3,-26.16,0,12
3.3,65.46,12.59,294.08,-25.71,0,12
3.3,65.46,10.0,297.35,-25.96,0,12
3.3,65.46,7.94,299.88,-26.77,0,12
3.3,65.46,6.31,302.89,-27.17,0,12
3.3,65.46,5.01,306.57,-28.89,0,12
3.3,65.46,3.98,310.18,-31.28,0,12
3.3,65.46,3.16,313.7,-33.99,0,12
3.3,65.46,2.51,317.59,-36.82,0,12
3.3,65.46,2.0,321.86,-39.57,0,12
3.3,65.46,1.58,327.13,-42.65,0,12
3.3,65.46,1.26,333.29,-46.23,0,12
3.3,65.46,1.0,340.52,-50.16,0,12
3.3,65.46,0.79,348.67,-54.14,0,12
3.3,65.46,0.63,357.74,-58.29,0,12
3.3,65.46,0.5,368.07,-62.46,0,12
3.3,65.46,0.4,379.21,-66.21,0,12
3.3,65.46,0.32,390.85,-71.2,0,12
3.3,65.46,0.25,404.24,-72.21,0,12
3.3,65.46,0.2,417.17,-73.21,0,12
3.3,65.46,0.16,429.94,-72.95,0,12
3.3,65.46,0.13,442.38,-71.38,0,12
3.3,65.46,0.1,454.25,-69.49,0,12
3.2,82.55,100000.0,204.99,22.28,0,12
3.2,82.55,79432.82,205.97,16.38,0,12
3.2,82.55,63095.74,207.18,11.42,0,12
3.2,82.55,50118.72,208.05,8.17,0,12
3.2,82.55,39810.72,209.08,5.1,0,12
3.2,82.55,31622.78,210.07,2.7,0,12
3.2,82.55,25118.86,210.87,0.64,0,12
3.2,82.55,19952.62,211.78,-0.93,0,12
3.2,82.55,15848.93,212.75,-2.34,0,12
3.2,82.55,12589.25,213.62,-3.4,0,12
3.2,82.55,10000.0,214.62,-4.38,0,12
3.2,82.55,7943.28,215.64,-5.21,0,12
3.2,82.55,6309.57,216.66,-5.88,0,12
3.2,82.55,5011.87,217.76,-6.61,0,12
3.2,82.55,3981.07,218.73,-7.24,0,12
3.2,82.55,3162.28,219.99,-7.92,0,12
3.2,82.55,2511.89,220.97,-8.64,0,12
3.2,82.55,1995.26,222.22,-9.48,0,12
3.2,82.55,1584.89,223.58,-10.28,0,12
3.2,82.55,1258.93,224.87,-11.18,0,12
3.2,82.55,1000.0,226.34,-12.19,0,12
3.2,82.55,794.33,227.9,-13.28,0,12
3.2,82.55,630.96,229.58,-14.68,0,12
3.2,82.55,501.19,231.46,-16.18,0,12
3.2,82.55,398.11,233.66,-17.82,0,12
3.2,82.55,316.23,236.18,-19.67,0,12
3.2,82.55,251.19,239.05,-21.66,0,12
3.2,82.55,199.53,242.47,-23.73,0,12
3.2,82.55,158.49,246.31,-25.75,0,12
3.2,82.55,125.89,250.92,-27.98,0,12
3.2,82.55,100.0,255.92,-29.49,0,12
3.2,82.55,79.43,261.15,-30.31,0,12
3.2,82.55,63.1,266.8,-30.82,0,12
3.2,82.55,50.12,272.23,-30.46,0,12
3.2,82.55,39.81,277.21,-29.88,0,12
3.2,82.55,31.62,281.91,-29.06,0,12
3.2,82.55,25.12,285.99,-27.79,0,12
3.2,82.55,19.95,289.37,-27.17,0,12
3.2,82.55,15.85,292.89,-26.7,0,12
3.2,82.55,12.59,295.57,-26.77,0,12
3.2,82.55,10.0,298.84,-27.02,0,12
3.2,82.55,7.94,301.66,-28.43,0,12
3.2,82.55,6.31,304.31,-29.6,0,12
3.2,82.55,5.01,308.09,-31.27,0,12
3.2,82.55,3.98,311.95,-34.39,0,12
3.2,82.55,3.16,315.48,-38.18,0,12
3.2,82.55,2.51,319.39,-41.62,0,12
3.2,82.55,2.0,324.44,-45.15,0,12
3.2,82.55,1.58,330.65,-49.64,0,12
3.2,82.55,1.26,338.1,-55.39,0,12
3.2,82.55,1.0,346.42,-61.67,0,12
3.2,82.55,0.79,356.01,-68.78,0,12
3.2,82.55,0.63,364.57,-77.74,0,12
3.2,82.55,0.5,377.93,-85.92,0,12
3.2,82.55,0.4,391.72,-93.97,0,12
3.2,82.55,0.32,406.97,-101.41,0,12
3.2,82.55,0.25,423.94,-108.35,0,12
3.2,82.55,0.2,443.0,-113.5,0,12
3.2,82.55,0.16,463.09,-116.61,0,12
3.2,82.55,0.13,484.25,-117.18,0,12
3.2,82.55,0.1,505.03,-115.33,0,12
3.1,103.2,100000.0,207.05,22.12,0,12
3.1,103.2,79432.82,208.19,16.49,0,12
3.1,103.2,63095.74,209.22,11.6,0,12
3.1,103.2,50118.72,210.62,9.35,0,12
3.1,103.2,39810.72,211.18,4.95,0,12
3.1,103.2,31622.78,212.21,2.32,0,12
3.1,103.2,25118.86,213.13,0.28,0,12
3.1,103.2,19952.62,214.06,-1.17,0,12
3.1,103.2,15848.93,215.06,-2.6,0,12
3.1,103.2,12589.25,216.1,-3.76,0,12
3.1,103.2,10000.0,217.08,-4.64,0,12
3.1,103.2,7943.28,218.17,-5.58,0,12
3.1,103.2,6309.57,219.19,-6.3,0,12
3.1,103.2,5011.87,220.33,-7.05,0,12
3.1,103.2,3981.07,221.44,-7.71,0,12
3.1,103.2,3162.28,222.66,-8.45,0,12
3.1,103.2,2511.89,223.87,-9.15,0,12
3.1,103.2,1995.26,225.27,-10.04,0,12
3.1,103.2,1584.89,226.52,-10.85,0,12
3.1,103.2,1258.93,227.95,-11.82,0,12
3.1,103.2,1000.0,229.52,-12.86,0,12
3.1,103.2,794.33,231.23,-14.12,0,12
3.1,103.2,630.96,233.09,-15.43,0,12
3.1,103.2,501.19,234.99,-17.01,0,12
3.1,103.2,398.11,237.33,-18.61,0,12
3.1,103.2,316.23,239.94,-20.59,0,12
3.1,103.2,251.19,243.01,-22.77,0,12
3.1,103.2,199.53,246.22,-24.79,0,12
3.1,103.2,158.49,250.45,-27.3,0,12
3.1,103.2,125.89,254.82,-29.03,0,12
3.1,103.2,100.0,260.15,-30.69,0,12
3.1,103.2,79.43,265.64,-32.08,0,12
3.1,103.2,63.1,271.63,-32.7,0,12
3.1,103.2,50.12,276.82,-32.75,0,12
3.1,103.2,39.81,281.98,-32.47,0,12
3.1,103.2,31.62,287.09,-31.58,0,12
3.1,103.2,25.12,291.3,-31.27,0,12
3.1,103.2,19.95,295.37,-30.93,0,12
3.1,103.2,15.85,298.68,-30.62,0,12
3.1,103.2,12.59,302.43,-31.54,0,12
3.1,103.2,10.0,305.12,-32.88,0,12
3.1,103.2,7.94,308.88,-34.51,0,12
3.1,103.2,6.31,312.53,-37.91,0,12
3.1,103.2,5.01,315.78,-41.92,0,12
3.1,103.2,3.98,319.5,-45.62,0,12
3.1,103.2,3.16,325.16,-50.62,0,12
3.1,103.2,2.51,331.34,-57.91,0,12
3.1,103.2,2.0,337.67,-66.53,0,12
3.1,103.2,1.58,344.56,-76.4,0,12
3.1,103.2,1.26,352.18,-87.31,0,12
3.1,103.2,1.0,361.72,-99.71,0,12
3.1,103.2,0.79,373.39,-113.36,0,12
3.1,103.2,0.63,387.39,-125.56,0,12
3.1,103.2,0.5,404.74,-142.37,0,12
3.1,103.2,0.4,426.11,-161.27,0,12
3.1,103.2,0.32,452.12,-182.15,0,12
3.1,103.2,0.25,483.48,-202.81,0,12
3.1,103.2,0.2,520.81,-223.04,0,12
3.1,103.2,0.16,563.51,-240.33,0,12
3.1,103.2,0.13,611.84,-253.1,0,12
3.1,103.2,0.1,662.06,-258.47,0,12
3.0,118.72,100000.0,207.34,22.29,0,12
3.0,118.72,79432.82,208.55,16.15,0,12
3.0,118.72,63095.74,209.56,11.7,0,12
3.0,118.72,50118.72,210.69,7.73,0,12
3.0,118.72,39810.72,211.79,4.66,0,12
3.0,118.72,31622.78,212.63,2.17,0,12
3.0,118.72,25118.86,213.59,0.15,0,12
3.0,118.72,19952.62,214.59,-1.53,0,12
3.0,118.72,15848.93,215.6,-3.0,0,12
3.0,118.72,12589.25,216.54,-3.99,0,12
3.0,118.72,10000.0,217.73,-4.99,0,12
3.0,118.72,7943.28,218.77,-5.92,0,12
3.0,118.72,6309.57,219.89,-6.71,0,12
3.0,118.72,5011.87,220.89,-7.54,0,12
3.0,118.72,3981.07,222.1,-8.16,0,12
3.0,118.72,3162.28,223.37,-9.0,0,12
3.0,118.72,2511.89,224.77,-9.79,0,12
3.0,118.72,1995.26,226.05,-10.7,0,12
3.0,118.72,1584.89,227.52,-11.41,0,12
3.0,118.72,1258.93,229.1,-12.54,0,12
3.0,118.72,1000.0,230.59,-13.61,0,12
3.0,118.72,794.33,232.39,-15.01,0,12
3.0,118.72,630.96,234.32,-16.43,0,12
3.0,118.72,501.19,236.43,-18.12,0,12
3.0,118.72,398.11,238.72,-19.93,0,12
3.0,118.72,316.23,241.49,-22.15,0,12
3.0,118.72,251.19,244.49,-24.52,0,12
3.0,118.72,199.53,248.04,-26.91,0,12
3.0,118.72,158.49,252.03,-29.63,0,12
3.0,118.72,125.89,257.06,-32.26,0,12
3.0,118.72,100.0,262.15,-34.74,0,12
3.0,118.72,79.43,268.14,-36.95,0,12
3.0,118.72,63.1,274.46,-38.7,0,12
3.0,118.72,50.12,280.86,-39.88,0,12
3.0,118.72,39.81,287.33,-40.54,0,12
3.0,118.72,31.62,293.76,-41.25,0,12
3.0,118.72,25.12,299.14,-41.06,0,12
3.0,118.72,19.95,304.5,-42.21,0,12
3.0,118.72,15.85,310.16,-42.88,0,12
3.0,118.72,12.59,314.48,-45.24,0,12
3.0,118.72,10.0,319.41,-47.03,0,12
3.0,118.72,7.94,324.65,-51.34,0,12
3.0,118.72,6.31,328.57,-55.65,0,12
3.0,118.72,5.01,334.15,-60.8,0,12
3.0,118.72,3.98,341.42,-67.9,0,12
3.0,118.72,3.16,348.87,-77.42,0,12
3.0,118.72,2.51,356.06,-89.79,0,12
3.0,118.72,2.0,363.11,-103.31,0,12
3.0,118.72,1.58,371.99,-117.5,0,12
3.0,118.72,1.26,385.34,-131.26,0,12
3.0,118.72,1.0,400.19,-152.6,0,12
3.0,118.72,0.79,417.27,-177.87,0,12
3.0,118.72,0.63,437.08,-208.49,0,12
3.0,118.72,0.5,460.09,-244.32,0,12
3.0,118.72,0.4,487.58,-286.58,0,12
3.0,118.72,0.32,522.06,-335.28,0,12
3.0,118.72,0.25,564.71,-390.71,0,12
3.0,118.72,0.2,619.82,-452.1,0,12
3.0,118.72,0.16,690.6,-516.64,0,12
3.0,118.72,0.13,780.45,-580.4,0,12
3.0,118.72,0.1,889.22,-635.58,0,12
2.8,129.1,100000.0,207.85,21.82,0,12
2.8,129.1,79432.82,209.02,16.05,0,12
2.8,129.1,63095.74,209.86,11.52,0,12
2.8,129.1,50118.72,211.33,7.85,0,12
2.8,129.1,39810.72,212.1,4.57,0,12
2.8,129.1,31622.78,213.19,2.1,0,12
2.8,129.1,25118.86,214.24,-0.01,0,12
2.8,129.1,19952.62,215.2,-1.72,0,12
2.8,129.1,15848.93,216.24,-3.09,0,12
2.8,129.1,12589.25,217.27,-4.14,0,12
2.8,129.1,10000.0,218.45,-5.35,0,12
2.8,129.1,7943.28,219.52,-6.15,0,12
2.8,129.1,6309.57,220.63,-6.9,0,12
2.8,129.1,5011.87,221.86,-7.84,0,12
2.8,129.1,3981.07,222.97,-8.58,0,12
2.8,129.1,3162.28,224.28,-9.37,0,12
2.8,129.1,2511.89,225.66,-10.25,0,12
2.8,129.1,1995.26,227.13,-11.08,0,12
2.8,129.1,1584.89,228.48,-12.07,0,12
2.8,129.1,1258.93,230.04,-13.18,0,12
2.8,129.1,1000.0,231.68,-14.36,0,12
2.8,129.1,794.33,233.47,-15.82,0,12
2.8,129.1,630.96,235.5,-17.38,0,12
2.8,129.1,501.19,237.65,-19.16,0,12
2.8,129.1,398.11,240.07,-21.17,0,12
2.8,129.1,316.23,242.66,-23.56,0,12
2.8,129.1,251.19,245.78,-26.35,0,12
2.8,129.1,199.53,249.27,-29.2,0,12
2.8,129.1,158.49,253.17,-32.93,0,12
2.8,129.1,125.89,258.16,-36.04,0,12
2.8,129.1,100.0,263.64,-39.48,0,12
2.8,129.1,79.43,269.69,-42.89,0,12
2.8,129.1,63.1,276.71,-46.2,0,12
2.8,129.1,50.12,284.09,-49.45,0,12
2.8,129.1,39.81,292.06,-52.32,0,12
2.8,129.1,31.62,300.16,-54.99,0,12
2.8,129.1,25.12,309.01,-56.4,0,12
2.8,129.1,19.95,316.74,-58.74,0,12
2.8,129.1,15.85,325.48,-61.34,0,12
2.8,129.1,12.59,332.68,-63.46,0,12
2.8,129.1,10.0,341.57,-66.5,0,12
2.8,129.1,7.94,348.31,-70.11,0,12
2.8,129.1,6.31,356.86,-74.14,0,12
2.8,129.1,5.01,366.24,-80.66,0,12
2.8,129.1,3.98,372.82,-88.26,0,12
2.8,129.1,3.16,381.3,-98.25,0,12
2.8,129.1,2.51,390.24,-109.16,0,12
2.8,129.1,2.0,400.49,-121.78,0,12
2.8,129.1,1.58,412.26,-137.28,0,12
2.8,129.1,1.26,426.41,-157.29,0,12
2.8,129.1,1.0,442.54,-182.01,0,12
2.8,129.1,0.79,459.52,-212.8,0,12
2.8,129.1,0.63,478.39,-250.72,0,12
2.8,129.1,0.5,499.24,-295.91,0,12
2.8,129.1,0.4,523.16,-351.14,0,12
2.8,129.1,0.32,550.63,-417.17,0,12
2.8,129.1,0.25,584.31,-496.72,0,12
2.8,129.1,0.2,626.07,-591.49,0,12
2.8,129.1,0.16,680.55,-703.66,0,12
2.8,129.1,0.13,752.79,-836.1,0,12
2.8,129.1,0.1,850.81,-989.42,0,12
2.6,132.75,100000.0,207.95,21.88,0,12
2.6,132.75,79432.82,209.16,15.85,0,12
2.6,132.75,63095.74,210.38,11.36,0,12
2.6,132.75,50118.72,210.97,7.11,0,12
2.6,132.75,39810.72,212.42,4.4,0,12
2.6,132.75,31622.78,213.62,1.76,0,12
2.6,132.75,25118.86,214.58,-0.19,0,12
2.6,132.75,19952.62,215.6,-1.85,0,12
2.6,132.75,15848.93,216.75,-3.25,0,12
2.6,132.75,12589.25,217.85,-4.37,0,12
2.6,132.75,10000.0,218.9,-5.49,0,12
2.6,132.75,7943.28,220.04,-6.4,0,12
2.6,132.75,6309.57,221.17,-7.2,0,12
2.6,132.75,5011.87,222.47,-8.06,0,12
2.6,132.75,3981.07,223.7,-8.87,0,12
2.6,132.75,3162.28,224.93,-9.65,0,12
2.6,132.75,2511.89,226.45,-10.51,0,12
2.6,132.75,1995.26,227.89,-11.35,0,12
2.6,132.75,1584.89,229.42,-12.3,0,12
2.6,132.75,1258.93,230.9,-13.4,0,12
2.6,132.75,1000.0,232.66,-14.64,0,12
2.6,132.75,794.33,234.48,-16.0,0,12
2.6,132.75,630.96,236.46,-17.62,0,12
2.6,132.75,501.19,238.6,-19.42,0,12
2.6,132.75,398.11,241.06,-21.51,0,12
2.6,132.75,316.23,243.61,-24.05,0,12
2.6,132.75,251.19,246.85,-26.71,0,12
2.6,132.75,199.53,250.29,-29.76,0,12
2.6,132.75,158.49,254.3,-33.02,0,12
2.6,132.75,125.89,259.2,-37.02,0,12
2.6,132.75,100.0,264.97,-41.03,0,12
2.6,132.75,79.43,270.87,-44.51,0,12
2.6,132.75,63.1,277.83,-48.28,0,12
2.6,132.75,50.12,285.48,-51.99,0,12
2.6,132.75,39.81,293.6,-55.64,0,12
2.6,132.75,31.62,302.22,-58.63,0,12
2.6,132.75,25.12,311.99,-61.51,0,12
2.6,132.75,19.95,321.1,-63.89,0,12
2.6,132.75,15.85,330.34,-66.52,0,12
2.6,132.75,12.59,339.15,-68.96,0,12
2.6,132.75,10.0,349.38,-72.08,0,12
2.6,132.75,7.94,357.88,-76.32,0,12
2.6,132.75,6.31,366.77,-78.99,0,12
2.6,132.75,5.01,377.69,-84.34,0,12
2.6,132.75,3.98,385.85,-91.57,0,12
2.6,132.75,3.16,396.34,-100.48,0,12
2.6,132.75,2.51,406.37,-110.81,0,12
2.6,132.75,2.0,416.29,-121.7,0,12
2.6,132.75,1.58,428.02,-135.05,0,12
2.6,132.75,1.26,442.16,-151.31,0,12
2.6,132.75,1.0,458.14,-171.52,0,12
2.6,132.75,0.79,476.23,-196.61,0,12
2.6,132.75,0.63,496.41,-227.87,0,12
2.6,132.75,0.5,518.96,-265.37,0,12
2.6,132.75,0.4,544.52,-311.05,0,12
2.6,132.75,0.32,573.95,-366.87,0,12
2.6,132.75,0.25,607.86,-432.66,0,12
2.6,132.75,0.2,648.69,-511.53,0,12
2.6,132.75,0.16,697.46,-606.63,0,12
2.6,132.75,0.13,756.49,-720.17,0,12
2.6,132.75,0.1,832.55,-855.69,0,12
2.4,134.85,100000.0,208.26,21.85,0,12
2.4,134.85,79432.82,209.49,15.7,0,12
2.4,134.85,63095.74,210.93,11.29,0,12
2.4,134.85,50118.72,212.09,7.03,0,12
2.4,134.85,39810.72,212.86,4.15,0,12
2.4,134.85,31622.78,213.88,1.61,0,12
2.4,134.85,25118.86,215.02,-0.5,0,12
2.4,134.85,19952.62,216.0,-2.16,0,12
2.4,134.85,15848.93,217.19,-3.66,0,12
2.4,134.85,12589.25,218.35,-4.81,0,12
2.4,134.85,10000.0,219.52,-5.82,0,12
2.4,134.85,7943.28,220.78,-6.75,0,12
2.4,134.85,6309.57,221.93,-7.59,0,12
2.4,134.85,5011.87,223.29,-8.36,0,12
2.4,134.85,3981.07,224.51,-9.22,0,12
2.4,134.85,3162.28,225.88,-10.04,0,12
2.4,134.85,2511.89,227.33,-10.84,0,12
2.4,134.85,1995.26,228.89,-11.7,0,12
2.4,134.85,1584.89,230.28,-12.69,0,12
2.4,134.85,1258.93,231.99,-13.69,0,12
2.4,134.85,1000.0,233.76,-15.04,0,12
2.4,134.85,794.33,235.67,-16.47,0,12
2.4,134.85,630.96,237.65,-18.17,0,12
2.4,134.85,501.19,239.83,-20.01,0,12
2.4,134.85,398.11,242.3,-22.01,0,12
2.4,134.85,316.23,245.06,-24.62,0,12
2.4,134.85,251.19,248.15,-27.4,0,12
2.4,134.85,199.53,251.75,-30.49,0,12
2.4,134.85,158.49,255.91,-34.05,0,12
2.4,134.85,125.89,260.3,-38.16,0,12
2.4,134.85,100.0,266.17,-42.39,0,12
2.4,134.85,79.43,272.43,-46.3,0,12
2.4,134.85,63.1,279.6,-50.25,0,12
2.4,134.85,50.12,287.45,-54.15,0,12
2.4,134.85,39.81,295.71,-58.38,0,12
2.4,134.85,31.62,305.68,-61.74,0,12
2.4,134.85,25.12,314.88,-65.41,0,12
2.4,134.85,19.95,324.73,-68.37,0,12
2.4,134.85,15.85,335.73,-70.43,0,12
2.4,134.85,12.59,345.3,-74.56,0,12
2.4,134.85,10.0,355.46,-76.66,0,12
2.4,134.85,7.94,366.2,-80.95,0,12
2.4,134.85,6.31,376.1,-84.94,0,12
2.4,134.85,5.01,387.11,-90.82,0,12
2.4,134.85,3.98,396.04,-96.53,0,12
2.4,134.85,3.16,407.1,-103.28,0,12
2.4,134.85,2.51,420.14,-111.8,0,12
2.4,134.85,2.0,433.55,-124.08,0,12
2.4,134.85,1.58,447.07,-139.4,0,12
2.4,134.85,1.26,460.99,-157.47,0,12
2.4,134.85,1.0,476.13,-178.82,0,12
2.4,134.85,0.79,492.18,-204.88,0,12
2.4,134.85,0.63,509.11,-236.13,0,12
2.4,134.85,0.5,528.1,-272.71,0,12
2.4,134.85,0.4,550.16,-316.82,0,12
2.4,134.85,0.32,575.21,-369.11,0,12
2.4,134.85,0.25,604.95,-431.09,0,12
2.4,134.85,0.2,641.19,-506.63,0,12
2.4,134.85,0.16,684.96,-596.73,0,12
2.4,134.85,0.13,739.22,-705.64,0,12
2.4,134.85,0.1,806.95,-837.1,0,12
2.2,136.45,100000.0,208.26,21.58,0,12
2.2,136.45,79432.82,209.56,15.68,0,12
2.2,136.45,63095.74,210.29,11.38,0,12
2.2,136.45,50118.72,211.91,7.04,0,12
2.2,136.45,39810.72,213.01,3.93,0,12
2.2,136.45,31622.78,214.07,1.26,0,12
2.2,136.45,25118.86,215.3,-0.8,0,12
2.2,136.45,19952.62,216.46,-2.48,0,12
2.2,136.45,15848.93,217.51,-3.87,0,12
2.2,136.45,12589.25,218.83,-5.13,0,12
2.2,136.45,10000.0,219.96,-6.25,0,12
2.2,136.45,7943.28,221.38,-7.12,0,12
2.2,136.45,6309.57,222.53,-7.99,0,12
2.2,136.45,5011.87,223.95,-8.79,0,12
2.2,136.45,3981.07,225.27,-9.6,0,12
2.2,136.45,3162.28,226.72,-10.42,0,12
2.2,136.45,2511.89,228.26,-11.29,0,12
2.2,136.45,1995.26,229.76,-12.12,0,12
2.2,136.45,1584.89,231.34,-13.18,0,12
2.2,136.45,1258.93,233.11,-14.34,0,12
2.2,136.45,1000.0,234.9,-15.55,0,12
2.2,136.45,794.33,236.7,-17.01,0,12
2.2,136.45,630.96,238.7,-18.72,0,12
2.2,136.45,501.19,241.04,-20.57,0,12
2.2,136.45,398.11,243.62,-22.94,0,12
2.2,136.45,316.23,246.27,-25.53,0,12
2.2,136.45,251.19,249.56,-28.26,0,12
2.2,136.45,199.53,253.14,-31.75,0,12
2.2,136.45,158.49,257.21,-35.64,0,12
2.2,136.45,125.89,262.22,-39.4,0,12
2.2,136.45,100.0,267.54,-43.84,0,12
2.2,136.45,79.43,274.3,-48.6,0,12
2.2,136.45,63.1,282.34,-53.47,0,12
2.2,136.45,50.12,289.57,-58.08,0,12
2.2,136.45,39.81,298.64,-62.74,0,12
2.2,136.45,31.62,308.95,-66.44,0,12
2.2,136.45,25.12,318.67,-71.2,0,12
2.2,136.45,19.95,329.96,-75.44,0,12
2.2,136.45,15.85,340.32,-77.64,0,12
2.2,136.45,12.59,352.46,-83.29,0,12
2.2,136.45,10.0,362.38,-87.08,0,12
2.2,136.45,7.94,374.26,-92.14,0,12
2.2,136.45,6.31,387.48,-98.08,0,12
2.2,136.45,5.01,397.92,-105.94,0,12
2.2,136.45,3.98,408.29,-112.22,0,12
2.2,136.45,3.16,422.29,-121.8,0,12
2.2,136.45,2.51,437.5,-134.52,0,12
2.2,136.45,2.0,452.46,-151.27,0,12
2.2,136.45,1.58,466.76,-171.31,0,12
2.2,136.45,1.26,482.64,-194.54,0,12
2.2,136.45,1.0,499.87,-221.99,0,12
2.2,136.45,0.79,518.11,-253.97,0,12
2.2,136.45,0.63,539.74,-291.71,0,12
2.2,136.45,0.5,565.16,-336.79,0,12
2.2,136.45,0.4,595.84,-389.16,0,12
2.2,136.45,0.32,632.91,-453.21,0,12
2.2,136.45,0.25,678.82,-529.52,0,12
2.2,136.45,0.2,734.64,-620.08,0,12
2.2,136.45,0.16,804.02,-727.65,0,12
2.2,136.45,0.13,887.71,-857.22,0,12
2.2,136.45,0.1,991.52,-1010.15,0,12
2.0,138.0,100000.0,208.29,21.81,0,12
2.0,138.0,79432.82,209.7,15.51,0,12
2.0,138.0,63095.74,210.87,10.63,0,12
2.0,138.0,50118.72,212.29,6.38,0,12
2.0,138.0,39810.72,213.15,3.6,0,12
2.0,138.0,31622.78,214.35,0.82,0,12
2.0,138.0,25118.86,215.62,-1.34,0,12
2.0,138.0,19952.62,216.76,-3.11,0,12
2.0,138.0,15848.93,218.0,-4.65,0,12
2.0,138.0,12589.25,219.2,-5.88,0,12
2.0,138.0,10000.0,220.66,-6.96,0,12
2.0,138.0,7943.28,222.04,-8.19,0,12
2.0,138.0,6309.57,223.62,-9.07,0,12
2.0,138.0,5011.87,225.02,-10.04,0,12
2.0,138.0,3981.07,226.59,-10.96,0,12
2.0,138.0,3162.28,228.12,-11.83,0,12
2.0,138.0,2511.89,229.73,-12.95,0,12
2.0,138.0,1995.26,231.45,-14.08,0,12
2.0,138.0,1584.89,233.23,-15.39,0,12
2.0,138.0,1258.93,235.23,-16.78,0,12
2.0,138.0,1000.0,237.24,-18.42,0,12
2.0,138.0,794.33,239.41,-20.25,0,12
2.0,138.0,630.96,241.99,-22.35,0,12
2.0,138.0,501.19,244.6,-24.78,0,12
2.0,138.0,398.11,247.47,-27.72,0,12
2.0,138.0,316.23,250.74,-31.15,0,12
2.0,138.0,251.19,254.26,-34.98,0,12
2.0,138.0,199.53,258.55,-39.07,0,12
2.0,138.0,158.49,263.61,-43.98,0,12
2.0,138.0,125.89,269.53,-49.51,0,12
2.0,138.0,100.0,275.65,-55.72,0,12
2.0,138.0,79.43,283.43,-62.52,0,12
2.0,138.0,63.1,292.2,-69.04,0,12
2.0,138.0,50.12,301.86,-75.98,0,12
2.0,138.0,39.81,312.35,-83.2,0,12
2.0,138.0,31.62,323.8,-91.65,0,12
2.0,138.0,25.12,336.07,-99.53,0,12
2.0,138.0,19.95,349.49,-108.45,0,12
2.0,138.0,15.85,363.44,-118.06,0,12
2.0,138.0,12.59,378.95,-128.78,0,12
2.0,138.0,10.0,395.73,-140.23,0,12
2.0,138.0,7.94,412.42,-156.94,0,12
2.0,138.0,6.31,427.06,-171.9,0,12
2.0,138.0,5.01,448.55,-188.32,0,12
2.0,138.0,3.98,471.59,-213.5,0,12
2.0,138.0,3.16,492.03,-245.83,0,12
2.0,138.0,2.51,512.84,-276.95,0,12
2.0,138.0,2.0,540.44,-310.43,0,12
2.0,138.0,1.58,576.07,-354.56,0,12
2.0,138.0,1.26,617.66,-404.35,0,12
2.0,138.0,1.0,667.81,-467.82,0,12
2.0,138.0,0.79,728.35,-539.31,0,12
2.0,138.0,0.63,799.95,-622.79,0,12
2.0,138.0,0.5,885.8,-718.59,0,12
2.0,138.0,0.4,987.62,-826.4,0,12
2.0,138.0,0.32,1111.8,-948.17,0,12
2.0,138.0,0.25,1260.92,-1083.55,0,12
2.0,138.0,0.2,1441.39,-1232.96,0,12
2.0,138.0,0.16,1657.1,-1399.61,0,12
2.0,138.0,0.13,1918.33,-1582.99,0,12
2.0,138.0,0.1,2238.22,-1793.24,0,12
2.17,0.0,100000.0,208.58,21.45,1,13
2.17,0.0,79432.82,209.84,15.56,1,13
2.17,0.0,63095.74,211.02,10.85,1,13
2.17,0.0,50118.72,212.25,6.6,1,13
2.17,0.0,39810.72,213.25,3.51,1,13
2.17,0.0,31622.78,214.41,1.0,1,13
2.17,0.0,25118.86,215.7,-1.15,1,13
2.17,0.0,19952.62,216.8,-2.85,1,13
2.17,0.0,15848.93,218.13,-4.34,1,13
2.17,0.0,12589.25,219.44,-5.68,1,13
2.17,0.0,10000.0,220.85,-6.7,1,13
2.17,0.0,7943.28,222.12,-7.75,1,13
2.17,0.0,6309.57,223.57,-8.52,1,13
2.17,0.0,5011.87,224.86,-9.38,1,13
2.17,0.0,3981.07,226.35,-10.07,1,13
2.17,0.0,3162.28,227.82,-10.96,1,13
2.17,0.0,2511.89,229.34,-11.79,1,13
2.17,0.0,1995.26,230.94,-12.76,1,13
2.17,0.0,1584.89,232.63,-13.69,1,13
2.17,0.0,1258.93,234.39,-14.88,1,13
2.17,0.0,1000.0,236.26,-16.19,1,13
2.17,0.0,794.33,238.23,-17.72,1,13
2.17,0.0,630.96,240.69,-19.28,0,13
2.17,0.0,501.19,243.0,-21.33,0,13
2.17,0.0,398.11,245.62,-23.72,0,13
2.17,0.0,316.23,248.47,-26.47,0,13
2.17,0.0,251.19,251.84,-29.64,0,13
2.17,0.0,199.53,255.76,-32.99,0,13
2.17,0.0,158.49,260.16,-36.68,0,13
2.17,0.0,125.89,265.44,-41.14,0,13
2.17,0.0,100.0,271.36,-45.7,0,13
2.17,0.0,79.43,278.18,-50.11,0,13
2.17,0.0,63.1,285.92,-54.56,0,13
2.17,0.0,50.12,294.24,-59.14,0,13
2.17,0.0,39.81,303.53,-63.51,0,13
2.17,0.0,31.62,313.84,-67.42,0,13
2.17,0.0,25.12,323.59,-70.63,0,13
2.17,0.0,19.95,333.99,-76.15,0,13
2.17,0.0,15.85,345.02,-78.26,0,13
